"Anno accademico","Ateneo","Classe","Immatricolati","Area","Città","Provincia","Regione","Area geografica","Tipo","Fondazione"
"2011/2012","Università degli Studi di ROMA La Sapienza","L-24 - Scienze e tecniche psicologiche",369,"Sociale","Roma","Roma","Lazio","Centro","Pubblica",1303
"2011/2012","Università degli Studi di ROMA La Sapienza","L-27 - Scienze e tecnologie chimiche",347,"Scientifica","Roma","Roma","Lazio","Centro","Pubblica",1303
"2011/2012","Università degli Studi di ROMA La Sapienza","L-29 - Scienze e tecnologie farmaceutiche",83,"Sanitaria","Roma","Roma","Lazio","Centro","Pubblica",1303
"2011/2012","Università degli Studi di ROMA La Sapienza","L-3 - Discipline delle arti figurative, della musica, dello spettacolo e della moda",434,"Umanistica","Roma","Roma","Lazio","Centro","Pubblica",1303
"2011/2012","Università degli Studi di ROMA La Sapienza","L-30 - Scienze e tecnologie fisiche",296,"Scientifica","Roma","Roma","Lazio","Centro","Pubblica",1303
"2011/2012","Università degli Studi di ROMA La Sapienza","L-31 - Scienze e tecnologie informatiche",195,"Scientifica","Roma","Roma","Lazio","Centro","Pubblica",1303
"2011/2012","Università degli Studi di ROMA La Sapienza","L-32 - Scienze e tecnologie per l'ambiente e la natura",338,"Scientifica","Roma","Roma","Lazio","Centro","Pubblica",1303
"2011/2012","Università degli Studi di ROMA La Sapienza","L-33 - Scienze economiche",401,"Sociale","Roma","Roma","Lazio","Centro","Pubblica",1303
"2011/2012","Università degli Studi di ROMA La Sapienza","L-34 - Scienze geologiche",108,"Scientifica","Roma","Roma","Lazio","Centro","Pubblica",1303
"2011/2012","Università degli Studi di ROMA La Sapienza","L-35 - Scienze matematiche",151,"Scientifica","Roma","Roma","Lazio","Centro","Pubblica",1303
"2011/2012","Università degli Studi di ROMA La Sapienza","L-36 - Scienze politiche e delle relazioni internazionali",474,"Sociale","Roma","Roma","Lazio","Centro","Pubblica",1303
"2011/2012","Università degli Studi di ROMA La Sapienza","L-37 - Scienze sociali per la cooperazione, lo sviluppo e la pace",111,"Sociale","Roma","Roma","Lazio","Centro","Pubblica",1303
"2011/2012","Università degli Studi di ROMA La Sapienza","L-39 - Servizio sociale",106,"Sociale","Roma","Roma","Lazio","Centro","Pubblica",1303
"2011/2012","Università degli Studi di ROMA La Sapienza","L-4 - Disegno industriale",64,"Scientifica","Roma","Roma","Lazio","Centro","Pubblica",1303
"2011/2012","Università degli Studi di ROMA La Sapienza","L-40 - Sociologia",125,"Sociale","Roma","Roma","Lazio","Centro","Pubblica",1303
"2011/2012","Università degli Studi di ROMA La Sapienza","L-41 - Statistica",129,"Scientifica","Roma","Roma","Lazio","Centro","Pubblica",1303
"2011/2012","Università degli Studi di ROMA La Sapienza","L-42 - Storia",163,"Umanistica","Roma","Roma","Lazio","Centro","Pubblica",1303
"2011/2012","Università degli Studi di ROMA La Sapienza","L-43 - Diagnostica per la conservazione dei beni culturali",47,"Scientifica","Roma","Roma","Lazio","Centro","Pubblica",1303
"2011/2012","Università degli Studi di ROMA La Sapienza","L-5 - Filosofia",249,"Umanistica","Roma","Roma","Lazio","Centro","Pubblica",1303
"2011/2012","Università degli Studi di ROMA La Sapienza","L-6 - Geografia",35,"Umanistica","Roma","Roma","Lazio","Centro","Pubblica",1303
"2011/2012","Università degli Studi di ROMA La Sapienza","L-7 - Ingegneria civile e ambientale",343,"Scientifica","Roma","Roma","Lazio","Centro","Pubblica",1303
"2011/2012","Università degli Studi di ROMA La Sapienza","L-8 - Ingegneria dell'informazione",606,"Scientifica","Roma","Roma","Lazio","Centro","Pubblica",1303
"2011/2012","Università degli Studi di ROMA La Sapienza","L-9 - Ingegneria industriale",952,"Scientifica","Roma","Roma","Lazio","Centro","Pubblica",1303
"2011/2012","Università degli Studi di ROMA La Sapienza","L/SNT1 - Professioni sanitarie, infermieristiche e professione sanitaria ostetrica",1651,"Sanitaria","Roma","Roma","Lazio","Centro","Pubblica",1303
"2011/2012","Università degli Studi di ROMA La Sapienza","L/SNT2 - Professioni sanitarie della riabilitazione",196,"Sanitaria","Roma","Roma","Lazio","Centro","Pubblica",1303
"2011/2012","Università degli Studi di ROMA La Sapienza","L/SNT3 - Professioni sanitarie tecniche",348,"Sanitaria","Roma","Roma","Lazio","Centro","Pubblica",1303
"2011/2012","Università degli Studi di ROMA La Sapienza","L/SNT4 - Professioni sanitarie della prevenzione",89,"Sanitaria","Roma","Roma","Lazio","Centro","Pubblica",1303
"2011/2012","Università degli Studi di ROMA La Sapienza","LM-13 - Farmacia e farmacia industriale",373,"Sanitaria","Roma","Roma","Lazio","Centro","Pubblica",1303
"2011/2012","Università degli Studi di ROMA La Sapienza","LM-4 C.U. - Architettura e ingegneria edile-architettura (quinquennale)",414,"Scientifica","Roma","Roma","Lazio","Centro","Pubblica",1303
"2011/2012","Università degli Studi di ROMA La Sapienza","LM-41 - Medicina e chirurgia",480,"Sanitaria","Roma","Roma","Lazio","Centro","Pubblica",1303
"2011/2012","Università degli Studi di ROMA La Sapienza","LM-46 - Odontoiatria e protesi dentaria",24,"Sanitaria","Roma","Roma","Lazio","Centro","Pubblica",1303
"2011/2012","Università degli Studi di ROMA La Sapienza","LMG/01 - Magistrali in giurisprudenza",1281,"Sociale","Roma","Roma","Lazio","Centro","Pubblica",1303
"2011/2012","Università degli Studi di ROMA Tor Vergata","DS/1 - Scienze della difesa e della sicurezza",5,"Sociale","Roma","Roma","Lazio","Centro","Pubblica",1982
"2011/2012","Università degli Studi di ROMA Tor Vergata","L-1 - Beni culturali",147,"Umanistica","Roma","Roma","Lazio","Centro","Pubblica",1982
"2011/2012","Università degli Studi di ROMA Tor Vergata","L-10 - Lettere",62,"Umanistica","Roma","Roma","Lazio","Centro","Pubblica",1982
"2011/2012","Università degli Studi di ROMA Tor Vergata","L-11 - Lingue e culture moderne",318,"Umanistica","Roma","Roma","Lazio","Centro","Pubblica",1982
"2011/2012","Università degli Studi di ROMA Tor Vergata","L-13 - Scienze biologiche",219,"Scientifica","Roma","Roma","Lazio","Centro","Pubblica",1982
"2011/2012","Università degli Studi di ROMA Tor Vergata","L-14 - Scienze dei servizi giuridici",101,"Sociale","Roma","Roma","Lazio","Centro","Pubblica",1982
"2011/2012","Università degli Studi di ROMA Tor Vergata","L-15 - Scienze del turismo",24,"Sociale","Roma","Roma","Lazio","Centro","Pubblica",1982
"2011/2012","Università degli Studi di ROMA Tor Vergata","L-18 - Scienze dell'economia e della gestione aziendale",588,"Sociale","Roma","Roma","Lazio","Centro","Pubblica",1982
"2011/2012","Università degli Studi di ROMA Tor Vergata","L-19 - Scienze dell'educazione e della formazione",30,"Umanistica","Roma","Roma","Lazio","Centro","Pubblica",1982
"2011/2012","Università degli Studi di ROMA Tor Vergata","L-2 - Biotecnologie",40,"Scientifica","Roma","Roma","Lazio","Centro","Pubblica",1982
"2011/2012","Università degli Studi di ROMA Tor Vergata","L-20 - Scienze della comunicazione",113,"Sociale","Roma","Roma","Lazio","Centro","Pubblica",1982
"2011/2012","Università degli Studi di ROMA Tor Vergata","L-22 - Scienze delle attività motorie e sportive",129,"Scientifica","Roma","Roma","Lazio","Centro","Pubblica",1982
"2011/2012","Università degli Studi di ROMA Tor Vergata","L-23 - Scienze e tecniche dell'edilizia",90,"Scientifica","Roma","Roma","Lazio","Centro","Pubblica",1982
"2011/2012","Università degli Studi di ROMA Tor Vergata","L-27 - Scienze e tecnologie chimiche",117,"Scientifica","Roma","Roma","Lazio","Centro","Pubblica",1982
"2011/2012","Università degli Studi di ROMA Tor Vergata","L-30 - Scienze e tecnologie fisiche",96,"Scientifica","Roma","Roma","Lazio","Centro","Pubblica",1982
"2011/2012","Università degli Studi di ROMA Tor Vergata","L-31 - Scienze e tecnologie informatiche",73,"Scientifica","Roma","Roma","Lazio","Centro","Pubblica",1982
"2011/2012","Università degli Studi di ROMA Tor Vergata","L-33 - Scienze economiche",397,"Sociale","Roma","Roma","Lazio","Centro","Pubblica",1982
"2011/2012","Università degli Studi di ROMA Tor Vergata","L-35 - Scienze matematiche",119,"Scientifica","Roma","Roma","Lazio","Centro","Pubblica",1982
"2011/2012","Università degli Studi di ROMA Tor Vergata","L-5 - Filosofia",36,"Umanistica","Roma","Roma","Lazio","Centro","Pubblica",1982
"2011/2012","Università degli Studi di ROMA Tor Vergata","L-7 - Ingegneria civile e ambientale",122,"Scientifica","Roma","Roma","Lazio","Centro","Pubblica",1982
"2011/2012","Università degli Studi di ROMA Tor Vergata","L-8 - Ingegneria dell'informazione",288,"Scientifica","Roma","Roma","Lazio","Centro","Pubblica",1982
"2011/2012","Università degli Studi di ROMA Tor Vergata","L-9 - Ingegneria industriale",652,"Scientifica","Roma","Roma","Lazio","Centro","Pubblica",1982
"2011/2012","Università degli Studi di ROMA Tor Vergata","L/SNT1 - Professioni sanitarie, infermieristiche e professione sanitaria ostetrica",738,"Sanitaria","Roma","Roma","Lazio","Centro","Pubblica",1982
"2011/2012","Università degli Studi di ROMA Tor Vergata","L/SNT2 - Professioni sanitarie della riabilitazione",106,"Sanitaria","Roma","Roma","Lazio","Centro","Pubblica",1982
"2011/2012","Università degli Studi di ROMA Tor Vergata","L/SNT3 - Professioni sanitarie tecniche",81,"Sanitaria","Roma","Roma","Lazio","Centro","Pubblica",1982
"2011/2012","Università degli Studi di ROMA Tor Vergata","L/SNT4 - Professioni sanitarie della prevenzione",14,"Sanitaria","Roma","Roma","Lazio","Centro","Pubblica",1982
"2011/2012","Università degli Studi di ROMA Tor Vergata","LM-13 - Farmacia e farmacia industriale",45,"Sanitaria","Roma","Roma","Lazio","Centro","Pubblica",1982
"2011/2012","Università degli Studi di ROMA Tor Vergata","LM-4 C.U. - Architettura e ingegneria edile-architettura (quinquennale)",57,"Scientifica","Roma","Roma","Lazio","Centro","Pubblica",1982
"2011/2012","Università degli Studi di ROMA Tor Vergata","LM-41 - Medicina e chirurgia",127,"Sanitaria","Roma","Roma","Lazio","Centro","Pubblica",1982
"2011/2012","Università degli Studi di ROMA Tor Vergata","LM-46 - Odontoiatria e protesi dentaria",14,"Sanitaria","Roma","Roma","Lazio","Centro","Pubblica",1982
"2011/2012","Università degli Studi di ROMA Tor Vergata","LMG/01 - Magistrali in giurisprudenza",556,"Sociale","Roma","Roma","Lazio","Centro","Pubblica",1982
"2011/2012","Università degli Studi di SALERNO","18 - Scienze dell'educazione e della formazione",4,"Umanistica","Salerno","Salerno","Campania","Sud","Pubblica",1968
"2011/2012","Università degli Studi di SALERNO","L-1 - Beni culturali",118,"Umanistica","Salerno","Salerno","Campania","Sud","Pubblica",1968
"2011/2012","Università degli Studi di SALERNO","L-10 - Lettere",243,"Umanistica","Salerno","Salerno","Campania","Sud","Pubblica",1968
"2011/2012","Università degli Studi di SALERNO","L-11 - Lingue e culture moderne",244,"Umanistica","Salerno","Salerno","Campania","Sud","Pubblica",1968
"2011/2012","Università degli Studi di SALERNO","L-13 - Scienze biologiche",130,"Scientifica","Salerno","Salerno","Campania","Sud","Pubblica",1968
"2011/2012","Università degli Studi di SALERNO","L-15 - Scienze del turismo",17,"Sociale","Salerno","Salerno","Campania","Sud","Pubblica",1968
"2011/2012","Università degli Studi di SALERNO","L-16 - Scienze dell'amministrazione e dell'organizzazione",169,"Sociale","Salerno","Salerno","Campania","Sud","Pubblica",1968
"2011/2012","Università degli Studi di SALERNO","L-18 - Scienze dell'economia e della gestione aziendale",405,"Sociale","Salerno","Salerno","Campania","Sud","Pubblica",1968
"2011/2012","Università degli Studi di SALERNO","L-19 - Scienze dell'educazione e della formazione",401,"Umanistica","Salerno","Salerno","Campania","Sud","Pubblica",1968
"2011/2012","Università degli Studi di SALERNO","L-20 - Scienze della comunicazione",132,"Sociale","Salerno","Salerno","Campania","Sud","Pubblica",1968
"2011/2012","Università degli Studi di SALERNO","L-27 - Scienze e tecnologie chimiche",49,"Scientifica","Salerno","Salerno","Campania","Sud","Pubblica",1968
"2011/2012","Università degli Studi di SALERNO","L-29 - Scienze e tecnologie farmaceutiche",63,"Sanitaria","Salerno","Salerno","Campania","Sud","Pubblica",1968
"2011/2012","Università degli Studi di SALERNO","L-3 - Discipline delle arti figurative, della musica, dello spettacolo e della moda",79,"Umanistica","Salerno","Salerno","Campania","Sud","Pubblica",1968
"2011/2012","Università degli Studi di SALERNO","L-30 - Scienze e tecnologie fisiche",29,"Scientifica","Salerno","Salerno","Campania","Sud","Pubblica",1968
"2011/2012","Università degli Studi di SALERNO","L-31 - Scienze e tecnologie informatiche",250,"Scientifica","Salerno","Salerno","Campania","Sud","Pubblica",1968
"2011/2012","Università degli Studi di SALERNO","L-32 - Scienze e tecnologie per l'ambiente e la natura",32,"Scientifica","Salerno","Salerno","Campania","Sud","Pubblica",1968
"2011/2012","Università degli Studi di SALERNO","L-33 - Scienze economiche",215,"Sociale","Salerno","Salerno","Campania","Sud","Pubblica",1968
"2011/2012","Università degli Studi di SALERNO","L-35 - Scienze matematiche",57,"Scientifica","Salerno","Salerno","Campania","Sud","Pubblica",1968
"2011/2012","Università degli Studi di SALERNO","L-36 - Scienze politiche e delle relazioni internazionali",153,"Sociale","Salerno","Salerno","Campania","Sud","Pubblica",1968
"2011/2012","Università degli Studi di SALERNO","L-40 - Sociologia",178,"Sociale","Salerno","Salerno","Campania","Sud","Pubblica",1968
"2011/2012","Università degli Studi di SALERNO","L-5 - Filosofia",54,"Umanistica","Salerno","Salerno","Campania","Sud","Pubblica",1968
"2011/2012","Università degli Studi di SALERNO","L-7 - Ingegneria civile e ambientale",206,"Scientifica","Salerno","Salerno","Campania","Sud","Pubblica",1968
"2011/2012","Università degli Studi di SALERNO","L-8 - Ingegneria dell'informazione",203,"Scientifica","Salerno","Salerno","Campania","Sud","Pubblica",1968
"2011/2012","Università degli Studi di SALERNO","L-9 - Ingegneria industriale",418,"Scientifica","Salerno","Salerno","Campania","Sud","Pubblica",1968
"2011/2012","Università degli Studi di SALERNO","LM-13 - Farmacia e farmacia industriale",251,"Sanitaria","Salerno","Salerno","Campania","Sud","Pubblica",1968
"2011/2012","Università degli Studi di SALERNO","LM-4 C.U. - Architettura e ingegneria edile-architettura (quinquennale)",85,"Scientifica","Salerno","Salerno","Campania","Sud","Pubblica",1968
"2011/2012","Università degli Studi di SALERNO","LM-41 - Medicina e chirurgia",95,"Sanitaria","Salerno","Salerno","Campania","Sud","Pubblica",1968
"2011/2012","Università degli Studi di SALERNO","LM-85 bis - Scienze della formazione primaria",94,"Umanistica","Salerno","Salerno","Campania","Sud","Pubblica",1968
"2011/2012","Università degli Studi di SALERNO","LMG/01 - Magistrali in giurisprudenza",940,"Sociale","Salerno","Salerno","Campania","Sud","Pubblica",1968
"2011/2012","Università degli Studi di SASSARI","L-1 - Beni culturali",68,"Umanistica","Sassari","Sassari","Sardegna","Sud","Pubblica",1562
"2011/2012","Università degli Studi di SASSARI","L-10 - Lettere",50,"Umanistica","Sassari","Sassari","Sardegna","Sud","Pubblica",1562
"2011/2012","Università degli Studi di SASSARI","L-12 - Mediazione linguistica",142,"Umanistica","Sassari","Sassari","Sardegna","Sud","Pubblica",1562
"2011/2012","Università degli Studi di SASSARI","L-13 - Scienze biologiche",92,"Scientifica","Sassari","Sassari","Sardegna","Sud","Pubblica",1562
"2011/2012","Università degli Studi di SASSARI","L-14 - Scienze dei servizi giuridici",92,"Sociale","Sassari","Sassari","Sardegna","Sud","Pubblica",1562
"2011/2012","Università degli Studi di SASSARI","L-15 - Scienze del turismo",41,"Sociale","Sassari","Sassari","Sardegna","Sud","Pubblica",1562
"2011/2012","Università degli Studi di SASSARI","L-16 - Scienze dell'amministrazione e dell'organizzazione",61,"Sociale","Sassari","Sassari","Sardegna","Sud","Pubblica",1562
"2011/2012","Università degli Studi di SASSARI","L-17 - Scienze dell'architettura",32,"Scientifica","Sassari","Sassari","Sardegna","Sud","Pubblica",1562
"2011/2012","Università degli Studi di SASSARI","L-18 - Scienze dell'economia e della gestione aziendale",261,"Sociale","Sassari","Sassari","Sardegna","Sud","Pubblica",1562
"2011/2012","Università degli Studi di SASSARI","L-19 - Scienze dell'educazione e della formazione",71,"Umanistica","Sassari","Sassari","Sardegna","Sud","Pubblica",1562
"2011/2012","Università degli Studi di SASSARI","L-2 - Biotecnologie",63,"Scientifica","Sassari","Sassari","Sardegna","Sud","Pubblica",1562
"2011/2012","Università degli Studi di SASSARI","L-20 - Scienze della comunicazione",61,"Sociale","Sassari","Sassari","Sardegna","Sud","Pubblica",1562
"2011/2012","Università degli Studi di SASSARI","L-21 - Scienze della pianificazione territoriale, urbanistica, paesaggistica e ambientale",39,"Scientifica","Sassari","Sassari","Sardegna","Sud","Pubblica",1562
"2011/2012","Università degli Studi di SASSARI","L-25 - Scienze e tecnologie agrarie e forestali",124,"Scientifica","Sassari","Sassari","Sardegna","Sud","Pubblica",1562
"2011/2012","Università degli Studi di SASSARI","L-26 - Scienze e tecnologie alimentari",21,"Scientifica","Sassari","Sassari","Sardegna","Sud","Pubblica",1562
"2011/2012","Università degli Studi di SASSARI","L-27 - Scienze e tecnologie chimiche",15,"Scientifica","Sassari","Sassari","Sardegna","Sud","Pubblica",1562
"2011/2012","Università degli Studi di SASSARI","L-32 - Scienze e tecnologie per l'ambiente e la natura",149,"Scientifica","Sassari","Sassari","Sardegna","Sud","Pubblica",1562
"2011/2012","Università degli Studi di SASSARI","L-33 - Scienze economiche",15,"Sociale","Sassari","Sassari","Sardegna","Sud","Pubblica",1562
"2011/2012","Università degli Studi di SASSARI","L-36 - Scienze politiche e delle relazioni internazionali",31,"Sociale","Sassari","Sassari","Sardegna","Sud","Pubblica",1562
"2011/2012","Università degli Studi di SASSARI","L-39 - Servizio sociale",43,"Sociale","Sassari","Sassari","Sardegna","Sud","Pubblica",1562
"2011/2012","Università degli Studi di SASSARI","L-5 - Filosofia",14,"Umanistica","Sassari","Sassari","Sardegna","Sud","Pubblica",1562
"2011/2012","Università degli Studi di SASSARI","L/SNT1 - Professioni sanitarie, infermieristiche e professione sanitaria ostetrica",80,"Sanitaria","Sassari","Sassari","Sardegna","Sud","Pubblica",1562
"2011/2012","Università degli Studi di SASSARI","L/SNT2 - Professioni sanitarie della riabilitazione",5,"Sanitaria","Sassari","Sassari","Sardegna","Sud","Pubblica",1562
"2011/2012","Università degli Studi di SASSARI","L/SNT3 - Professioni sanitarie tecniche",9,"Sanitaria","Sassari","Sassari","Sardegna","Sud","Pubblica",1562
"2011/2012","Università degli Studi di SASSARI","LM-13 - Farmacia e farmacia industriale",91,"Sanitaria","Sassari","Sassari","Sardegna","Sud","Pubblica",1562
"2011/2012","Università degli Studi di SASSARI","LM-41 - Medicina e chirurgia",36,"Sanitaria","Sassari","Sassari","Sardegna","Sud","Pubblica",1562
"2011/2012","Università degli Studi di SASSARI","LM-42 - Medicina veterinaria",20,"Sanitaria","Sassari","Sassari","Sardegna","Sud","Pubblica",1562
"2011/2012","Università degli Studi di SASSARI","LM-46 - Odontoiatria e protesi dentaria",8,"Sanitaria","Sassari","Sassari","Sardegna","Sud","Pubblica",1562
"2011/2012","Università degli Studi di SASSARI","LMG/01 - Magistrali in giurisprudenza",195,"Sociale","Sassari","Sassari","Sardegna","Sud","Pubblica",1562
"2011/2012","Università degli Studi di SIENA","L-10 - Lettere",221,"Umanistica","Siena","Siena","Toscana","Centro","Pubblica",1240
"2011/2012","Università degli Studi di SIENA","L-11 - Lingue e culture moderne",86,"Umanistica","Siena","Siena","Toscana","Centro","Pubblica",1240
"2011/2012","Università degli Studi di SIENA","L-13 - Scienze biologiche",659,"Scientifica","Siena","Siena","Toscana","Centro","Pubblica",1240
"2011/2012","Università degli Studi di SIENA","L-14 - Scienze dei servizi giuridici",50,"Sociale","Siena","Siena","Toscana","Centro","Pubblica",1240
"2011/2012","Università degli Studi di SIENA","L-18 - Scienze dell'economia e della gestione aziendale",287,"Sociale","Siena","Siena","Toscana","Centro","Pubblica",1240
"2011/2012","Università degli Studi di SIENA","L-19 - Scienze dell'educazione e della formazione",79,"Umanistica","Siena","Siena","Toscana","Centro","Pubblica",1240
"2011/2012","Università degli Studi di SIENA","L-2 - Biotecnologie",49,"Scientifica","Siena","Siena","Toscana","Centro","Pubblica",1240
"2011/2012","Università degli Studi di SIENA","L-20 - Scienze della comunicazione",120,"Sociale","Siena","Siena","Toscana","Centro","Pubblica",1240
"2011/2012","Università degli Studi di SIENA","L-27 - Scienze e tecnologie chimiche",17,"Scientifica","Siena","Siena","Toscana","Centro","Pubblica",1240
"2011/2012","Università degli Studi di SIENA","L-30 - Scienze e tecnologie fisiche",14,"Scientifica","Siena","Siena","Toscana","Centro","Pubblica",1240
"2011/2012","Università degli Studi di SIENA","L-32 - Scienze e tecnologie per l'ambiente e la natura",20,"Scientifica","Siena","Siena","Toscana","Centro","Pubblica",1240
"2011/2012","Università degli Studi di SIENA","L-33 - Scienze economiche",314,"Sociale","Siena","Siena","Toscana","Centro","Pubblica",1240
"2011/2012","Università degli Studi di SIENA","L-34 - Scienze geologiche",12,"Scientifica","Siena","Siena","Toscana","Centro","Pubblica",1240
"2011/2012","Università degli Studi di SIENA","L-35 - Scienze matematiche",26,"Scientifica","Siena","Siena","Toscana","Centro","Pubblica",1240
"2011/2012","Università degli Studi di SIENA","L-36 - Scienze politiche e delle relazioni internazionali",88,"Sociale","Siena","Siena","Toscana","Centro","Pubblica",1240
"2011/2012","Università degli Studi di SIENA","L-39 - Servizio sociale",42,"Sociale","Siena","Siena","Toscana","Centro","Pubblica",1240
"2011/2012","Università degli Studi di SIENA","L-8 - Ingegneria dell'informazione",130,"Scientifica","Siena","Siena","Toscana","Centro","Pubblica",1240
"2011/2012","Università degli Studi di SIENA","L/SNT1 - Professioni sanitarie, infermieristiche e professione sanitaria ostetrica",117,"Sanitaria","Siena","Siena","Toscana","Centro","Pubblica",1240
"2011/2012","Università degli Studi di SIENA","L/SNT2 - Professioni sanitarie della riabilitazione",12,"Sanitaria","Siena","Siena","Toscana","Centro","Pubblica",1240
"2011/2012","Università degli Studi di SIENA","L/SNT3 - Professioni sanitarie tecniche",39,"Sanitaria","Siena","Siena","Toscana","Centro","Pubblica",1240
"2011/2012","Università degli Studi di SIENA","L/SNT4 - Professioni sanitarie della prevenzione",15,"Sanitaria","Siena","Siena","Toscana","Centro","Pubblica",1240
"2011/2012","Università degli Studi di SIENA","LM-13 - Farmacia e farmacia industriale",1095,"Sanitaria","Siena","Siena","Toscana","Centro","Pubblica",1240
"2011/2012","Università degli Studi di SIENA","LM-41 - Medicina e chirurgia",96,"Sanitaria","Siena","Siena","Toscana","Centro","Pubblica",1240
"2011/2012","Università degli Studi di SIENA","LMG/01 - Magistrali in giurisprudenza",313,"Sociale","Siena","Siena","Toscana","Centro","Pubblica",1240
"2011/2012","Università degli Studi di TERAMO","L-14 - Scienze dei servizi giuridici",44,"Sociale","Teramo","Teramo","Abruzzo","Sud","Pubblica",1993
"2011/2012","Università degli Studi di TERAMO","L-15 - Scienze del turismo",35,"Sociale","Teramo","Teramo","Abruzzo","Sud","Pubblica",1993
"2011/2012","Università degli Studi di TERAMO","L-18 - Scienze dell'economia e della gestione aziendale",58,"Sociale","Teramo","Teramo","Abruzzo","Sud","Pubblica",1993
"2011/2012","Università degli Studi di TERAMO","L-2 - Biotecnologie",86,"Scientifica","Teramo","Teramo","Abruzzo","Sud","Pubblica",1993
"2011/2012","Università degli Studi di TERAMO","L-20 - Scienze della comunicazione",85,"Sociale","Teramo","Teramo","Abruzzo","Sud","Pubblica",1993
"2011/2012","Università degli Studi di TERAMO","L-26 - Scienze e tecnologie alimentari",70,"Scientifica","Teramo","Teramo","Abruzzo","Sud","Pubblica",1993
"2011/2012","Università degli Studi di TERAMO","L-36 - Scienze politiche e delle relazioni internazionali",47,"Sociale","Teramo","Teramo","Abruzzo","Sud","Pubblica",1993
"2011/2012","Università degli Studi di TERAMO","L-38 - Scienze zootecniche e tecnologie delle produzioni animali",103,"Scientifica","Teramo","Teramo","Abruzzo","Sud","Pubblica",1993
"2011/2012","Università degli Studi di TERAMO","LM-42 - Medicina veterinaria",22,"Sanitaria","Teramo","Teramo","Abruzzo","Sud","Pubblica",1993
"2011/2012","Università degli Studi di TERAMO","LMG/01 - Magistrali in giurisprudenza",361,"Sociale","Teramo","Teramo","Abruzzo","Sud","Pubblica",1993
"2011/2012","Università degli Studi di TORINO","33 - Scienze delle attivita motorie e sportive",3,"Scientifica","Torino","Torino","Piemonte","Nord","Pubblica",1404
"2011/2012","Università degli Studi di TORINO","DS/1 - Scienze della difesa e della sicurezza",29,"Sociale","Torino","Torino","Piemonte","Nord","Pubblica",1404
"2011/2012","Università degli Studi di TORINO","L-1 - Beni culturali",164,"Umanistica","Torino","Torino","Piemonte","Nord","Pubblica",1404
"2011/2012","Università degli Studi di TORINO","L-10 - Lettere",235,"Umanistica","Torino","Torino","Piemonte","Nord","Pubblica",1404
"2011/2012","Università degli Studi di TORINO","L-11 - Lingue e culture moderne",149,"Umanistica","Torino","Torino","Piemonte","Nord","Pubblica",1404
"2011/2012","Università degli Studi di TORINO","L-12 - Mediazione linguistica",678,"Umanistica","Torino","Torino","Piemonte","Nord","Pubblica",1404
"2011/2012","Università degli Studi di TORINO","L-13 - Scienze biologiche",155,"Scientifica","Torino","Torino","Piemonte","Nord","Pubblica",1404
"2011/2012","Università degli Studi di TORINO","L-14 - Scienze dei servizi giuridici",331,"Sociale","Torino","Torino","Piemonte","Nord","Pubblica",1404
"2011/2012","Università degli Studi di TORINO","L-15 - Scienze del turismo",328,"Sociale","Torino","Torino","Piemonte","Nord","Pubblica",1404
"2011/2012","Università degli Studi di TORINO","L-16 - Scienze dell'amministrazione e dell'organizzazione",290,"Sociale","Torino","Torino","Piemonte","Nord","Pubblica",1404
"2011/2012","Università degli Studi di TORINO","L-18 - Scienze dell'economia e della gestione aziendale",1223,"Sociale","Torino","Torino","Piemonte","Nord","Pubblica",1404
"2011/2012","Università degli Studi di TORINO","L-19 - Scienze dell'educazione e della formazione",819,"Umanistica","Torino","Torino","Piemonte","Nord","Pubblica",1404
"2011/2012","Università degli Studi di TORINO","L-2 - Biotecnologie",106,"Scientifica","Torino","Torino","Piemonte","Nord","Pubblica",1404
"2011/2012","Università degli Studi di TORINO","L-20 - Scienze della comunicazione",264,"Sociale","Torino","Torino","Piemonte","Nord","Pubblica",1404
"2011/2012","Università degli Studi di TORINO","L-22 - Scienze delle attività motorie e sportive",310,"Scientifica","Torino","Torino","Piemonte","Nord","Pubblica",1404
"2011/2012","Università degli Studi di TORINO","L-24 - Scienze e tecniche psicologiche",317,"Sociale","Torino","Torino","Piemonte","Nord","Pubblica",1404
"2011/2012","Università degli Studi di TORINO","L-25 - Scienze e tecnologie agrarie e forestali",203,"Scientifica","Torino","Torino","Piemonte","Nord","Pubblica",1404
"2011/2012","Università degli Studi di TORINO","L-26 - Scienze e tecnologie alimentari",203,"Scientifica","Torino","Torino","Piemonte","Nord","Pubblica",1404
"2011/2012","Università degli Studi di TORINO","L-27 - Scienze e tecnologie chimiche",444,"Scientifica","Torino","Torino","Piemonte","Nord","Pubblica",1404
"2011/2012","Università degli Studi di TORINO","L-29 - Scienze e tecnologie farmaceutiche",63,"Sanitaria","Torino","Torino","Piemonte","Nord","Pubblica",1404
"2011/2012","Università degli Studi di TORINO","L-3 - Discipline delle arti figurative, della musica, dello spettacolo e della moda",200,"Umanistica","Torino","Torino","Piemonte","Nord","Pubblica",1404
"2011/2012","Università degli Studi di TORINO","L-30 - Scienze e tecnologie fisiche",155,"Scientifica","Torino","Torino","Piemonte","Nord","Pubblica",1404
"2011/2012","Università degli Studi di TORINO","L-31 - Scienze e tecnologie informatiche",194,"Scientifica","Torino","Torino","Piemonte","Nord","Pubblica",1404
